OperationID,Component name,CorrectDetectedFacesMetric,Detected Faces,ImageFormatMetric,ImageNumberOfFacesMetric,ImageNumberOfPixelsMetric,ImageSizeMetric,Input name,Response time (in SECONDS)
21,GMS Face API,1,1,jpg,2,132750,21156,/storage/emulated/0/FDDB-folds-01/2002_07_27_big_img_970.jpg,0.213875458
22,GMS Face API,1,1,jpg,1,168300,20486,/storage/emulated/0/FDDB-folds-01/2002_09_02_big_img_15752.jpg,0.210471167
23,GMS Face API,1,1,jpg,3,119700,22616,/storage/emulated/0/FDDB-folds-01/2002_09_01_big_img_16378.jpg,0.191582374
24,GMS Face API,1,1,jpg,1,166950,14971,/storage/emulated/0/FDDB-folds-01/2002_09_01_big_img_16189.jpg,0.240016125
25,GMS Face API,1,1,jpg,1,162450,21718,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_276.jpg,0.193957083
26,GMS Face API,2,2,jpg,2,178200,37081,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_518.jpg,0.216670208
27,GMS Face API,2,2,jpg,2,153450,16315,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_1027.jpg,0.266585292
28,GMS Face API,1,1,jpg,1,153000,21465,/storage/emulated/0/FDDB-folds-01/2002_08_24_big_img_733.jpg,0.207364667
29,GMS Face API,1,1,jpg,1,158400,19931,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_249.jpg,0.230417
30,GMS Face API,1,1,jpg,1,133250,17754,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_1371.jpg,0.211013875
31,GMS Face API,0,0,jpg,3,147600,22200,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1348.jpg,0.213105792
32,GMS Face API,2,2,jpg,2,184500,15659,/storage/emulated/0/FDDB-folds-01/2003_01_01_big_img_331.jpg,0.3291045
33,GMS Face API,1,1,jpg,1,139050,20874,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_536.jpg,0.135248625
34,GMS Face API,1,1,jpg,1,172350,26933,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_224.jpg,0.267900125
35,GMS Face API,1,1,jpg,1,138150,18107,/storage/emulated/0/FDDB-folds-01/2002_08_10_big_img_763.jpg,0.188959166
36,GMS Face API,1,1,jpg,1,151200,26533,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_293.jpg,0.210524834
37,GMS Face API,1,1,jpg,1,145350,12739,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_1211.jpg,0.149623208
38,GMS Face API,1,1,jpg,2,154350,25565,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_1194.jpg,0.28412521
39,GMS Face API,1,1,jpg,2,126381,17788,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_390.jpg,0.1575905
40,GMS Face API,1,1,jpg,1,166050,22491,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2893.jpg,0.278018542
41,GMS Face API,2,2,jpg,7,153109,18402,/storage/emulated/0/FDDB-folds-01/2002_08_17_big_img_691.jpg,0.237013125
42,GMS Face API,1,1,jpg,1,143100,15043,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1695.jpg,0.30057675
43,GMS Face API,1,1,jpg,1,133200,17555,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_829.jpg,0.163482542
44,GMS Face API,1,1,jpg,1,144000,12588,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_201.jpg,0.217365792
45,GMS Face API,1,1,jpg,1,159844,20870,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_36.jpg,0.25112375
46,GMS Face API,1,1,jpg,1,148010,24718,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_763.jpg,0.212669417
47,GMS Face API,1,1,jpg,1,138170,20712,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_637.jpg,0.1897005
48,GMS Face API,1,1,jpg,1,134100,24746,/storage/emulated/0/FDDB-folds-01/2002_08_22_big_img_592.jpg,0.184838084
49,GMS Face API,1,1,jpg,2,172350,22221,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_817.jpg,0.2923865
50,GMS Face API,1,1,jpg,1,124230,18192,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_1219.jpg,0.170210708
51,GMS Face API,1,1,jpg,1,134251,23910,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3508.jpg,0.196284791
52,GMS Face API,0,0,jpg,1,135000,17618,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_1108.jpg,0.248964416
53,GMS Face API,0,0,jpg,2,169650,29201,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_488.jpg,0.264167668
54,GMS Face API,1,1,jpg,1,111657,16139,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_704.jpg,0.1648465
55,GMS Face API,1,1,jpg,1,148420,16660,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_1087.jpg,0.242938791
56,GMS Face API,1,1,jpg,1,177750,19383,/storage/emulated/0/FDDB-folds-01/2002_08_10_big_img_670.jpg,0.232637375
57,GMS Face API,1,1,jpg,1,132300,20930,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_104.jpg,0.170430542
58,GMS Face API,1,1,jpg,1,166050,17934,/storage/emulated/0/FDDB-folds-01/2002_08_27_big_img_19823.jpg,0.246818292
59,GMS Face API,2,2,jpg,2,176850,28176,/storage/emulated/0/FDDB-folds-01/2002_09_01_big_img_16229.jpg,0.283180709
60,GMS Face API,1,1,jpg,1,110021,20389,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_846.jpg,0.131206625
61,GMS Face API,1,1,jpg,1,198000,35992,/storage/emulated/0/FDDB-folds-01/2002_08_04_big_img_412.jpg,0.270220291
62,GMS Face API,5,5,jpg,7,138600,25352,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_554.jpg,0.199711875
63,GMS Face API,4,4,jpg,4,150750,24982,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_331.jpg,0.259869125
64,GMS Face API,1,1,jpg,1,138600,25305,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_533.jpg,0.226121291
65,GMS Face API,1,1,jpg,1,190800,29213,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_259.jpg,0.24361925
66,GMS Face API,1,1,jpg,2,162450,34174,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_328.jpg,0.286605416
67,GMS Face API,3,3,jpg,6,127100,22770,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_630.jpg,0.2166425
68,GMS Face API,0,0,jpg,3,153450,23350,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3541.jpg,0.244582376
69,GMS Face API,1,1,jpg,2,160650,15248,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2390.jpg,0.270596334
70,GMS Face API,1,1,jpg,2,138150,23345,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_150.jpg,0.2224125
71,GMS Face API,2,2,jpg,5,152550,25200,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_1231.jpg,0.169640625
72,GMS Face API,2,2,jpg,2,162450,42852,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_710.jpg,0.414693584
73,GMS Face API,1,1,jpg,1,144000,14803,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_591.jpg,0.208703541
74,GMS Face API,0,0,jpg,1,156252,16845,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_725.jpg,0.310173083
75,GMS Face API,1,1,jpg,1,129600,16990,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_820.jpg,0.220239708
76,GMS Face API,2,2,jpg,2,129970,18350,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_568.jpg,0.242970708
77,GMS Face API,1,1,jpg,3,153450,17742,/storage/emulated/0/FDDB-folds-01/2002_08_22_big_img_853.jpg,0.232159541
78,GMS Face API,1,1,jpg,1,151650,11781,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_648.jpg,0.20303525
79,GMS Face API,3,3,jpg,7,134251,29054,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_528.jpg,0.302389583
80,GMS Face API,1,1,jpg,1,166950,13372,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_888.jpg,0.180778792
81,GMS Face API,1,1,jpg,2,160200,16932,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18201.jpg,0.220570084
82,GMS Face API,1,1,jpg,2,184050,17279,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_965.jpg,0.214208625
83,GMS Face API,2,2,jpg,5,121770,23452,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_660.jpg,0.291221876
84,GMS Face API,1,1,jpg,1,136496,19984,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_517.jpg,0.150935916
85,GMS Face API,1,1,jpg,1,140850,11309,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_406.jpg,0.209355084
86,GMS Face API,0,0,jpg,2,159750,23009,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18433.jpg,0.210238791
87,GMS Face API,1,1,jpg,1,135450,18749,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1630.jpg,0.224674542
88,GMS Face API,1,1,jpg,1,128700,13587,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2717.jpg,0.1501275
89,GMS Face API,2,2,jpg,2,146374,22752,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_470.jpg,0.267772833
90,GMS Face API,0,0,jpg,2,124373,20257,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_633.jpg,0.275240375
91,GMS Face API,1,1,jpg,1,133650,10434,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_915.jpg,0.232450291
92,GMS Face API,1,1,jpg,1,134251,23638,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_893.jpg,0.209242458
93,GMS Face API,1,1,jpg,1,136945,20658,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_644.jpg,0.211986334
94,GMS Face API,1,1,jpg,2,140537,24215,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_529.jpg,0.188292584
95,GMS Face API,1,1,jpg,1,165150,19452,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_668.jpg,0.260884958
96,GMS Face API,2,2,jpg,2,157500,20811,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1871.jpg,0.212233416
97,GMS Face API,1,1,jpg,1,154350,14459,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_192.jpg,0.231257584
98,GMS Face API,1,1,jpg,1,125550,14570,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_961.jpg,0.155219669
99,GMS Face API,1,1,jpg,4,176400,31606,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_738.jpg,0.354944542
100,GMS Face API,1,1,jpg,1,162900,19631,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_382.jpg,0.177940542
101,GMS Face API,1,1,jpg,1,167850,16812,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_298.jpg,0.207734416
102,GMS Face API,1,1,jpg,1,126280,23646,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_608.jpg,0.155116917
103,GMS Face API,1,1,jpg,1,139950,19281,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_514.jpg,0.23129725
104,GMS Face API,0,0,jpg,2,161100,33602,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_183.jpg,0.275494875
105,GMS Face API,1,1,jpg,1,126381,21779,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_536.jpg,0.277531166
106,GMS Face API,1,1,jpg,3,185400,24807,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_478.jpg,0.285476875
107,GMS Face API,1,1,jpg,1,120600,11317,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2997.jpg,0.271565208
108,GMS Face API,1,1,jpg,1,156600,16335,/storage/emulated/0/FDDB-folds-01/2002_09_02_big_img_15380.jpg,0.180687375
109,GMS Face API,1,1,jpg,1,162000,20413,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1153.jpg,0.206424958
110,GMS Face API,2,2,jpg,2,183600,15491,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_967.jpg,0.272804417
111,GMS Face API,0,0,jpg,1,123924,17101,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_711.jpg,0.3003435
112,GMS Face API,0,0,jpg,1,147600,14082,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_664.jpg,0.289808169
113,GMS Face API,1,1,jpg,1,148420,19663,/storage/emulated/0/FDDB-folds-01/2003_01_01_big_img_326.jpg,0.153961375
114,GMS Face API,1,1,jpg,1,155250,22776,/storage/emulated/0/FDDB-folds-01/2002_08_24_big_img_775.jpg,0.238181708
115,GMS Face API,1,1,jpg,1,147150,12050,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_961.jpg,0.1734495
116,GMS Face API,1,1,jpg,1,130500,16894,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_77.jpg,0.176204834
117,GMS Face API,2,2,jpg,3,149400,15118,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_296.jpg,0.233474416
118,GMS Face API,2,2,jpg,4,139950,23539,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_905.jpg,0.195475834
119,GMS Face API,1,1,jpg,3,179550,17478,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_284.jpg,0.231874791
120,GMS Face API,1,1,jpg,1,113850,17906,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_887.jpg,0.141266292
121,GMS Face API,3,3,jpg,3,135900,26355,/storage/emulated/0/FDDB-folds-01/2002_08_24_big_img_849.jpg,0.302770375
122,GMS Face API,1,1,jpg,1,127516,14193,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_345.jpg,0.146718125
123,GMS Face API,3,3,jpg,3,144450,23059,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_419.jpg,0.25957
124,GMS Face API,1,1,jpg,1,161100,22634,/storage/emulated/0/FDDB-folds-01/2002_08_01_big_img_1347.jpg,0.192041666
125,GMS Face API,1,1,jpg,1,168300,20517,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3670.jpg,0.221227333
126,GMS Face API,1,1,jpg,1,148500,15872,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_479.jpg,0.191111291
127,GMS Face API,2,2,jpg,3,116100,20378,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_913.jpg,0.184725834
128,GMS Face API,1,1,jpg,1,138150,22632,/storage/emulated/0/FDDB-folds-01/2002_09_02_big_img_15828.jpg,0.220121167
129,GMS Face API,0,0,jpg,1,148950,15102,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18194.jpg,0.286827417
130,GMS Face API,1,1,jpg,2,134251,14687,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_471.jpg,0.19630325
131,GMS Face API,1,1,jpg,4,151650,20052,/storage/emulated/0/FDDB-folds-01/2002_08_22_big_img_734.jpg,0.164531042
132,GMS Face API,1,1,jpg,1,161550,8788,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_586.jpg,0.225810208
133,GMS Face API,1,1,jpg,1,149850,21613,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_454.jpg,0.20631
134,GMS Face API,1,1,jpg,1,133353,25798,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_47.jpg,0.183113583
135,GMS Face API,1,1,jpg,1,166130,23749,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_381.jpg,0.233457875
136,GMS Face API,3,3,jpg,5,160650,31476,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_733.jpg,0.229482625
137,GMS Face API,1,1,jpg,1,136496,24815,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_327.jpg,0.189079417
138,GMS Face API,1,1,jpg,1,134251,16075,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_96.jpg,0.23290625
139,GMS Face API,1,1,jpg,1,153450,16130,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2680.jpg,0.229255375
140,GMS Face API,1,1,jpg,1,140850,10752,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_919.jpg,0.161982708
141,GMS Face API,1,1,jpg,1,155700,21317,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_158.jpg,0.355598209
142,GMS Face API,1,1,jpg,1,136800,14694,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_801.jpg,0.167206542
143,GMS Face API,2,2,jpg,3,172350,17436,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_567.jpg,0.285627959
144,GMS Face API,1,1,jpg,2,168750,15944,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_804.jpg,0.18958146
145,GMS Face API,2,2,jpg,2,155250,21027,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_690.jpg,0.236792416
146,GMS Face API,1,1,jpg,1,126690,16926,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_576.jpg,0.182641042
147,GMS Face API,1,1,jpg,1,202500,20667,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_335.jpg,0.282108292
148,GMS Face API,1,1,jpg,6,120130,19630,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_390.jpg,0.197027209
149,GMS Face API,0,0,jpg,6,201600,30858,/storage/emulated/0/FDDB-folds-01/2002_08_11_big_img_258.jpg,0.26879
150,GMS Face API,1,1,jpg,1,161550,21005,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_917.jpg,0.188571167
151,GMS Face API,1,1,jpg,2,163800,26054,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_525.jpg,0.210807958
152,GMS Face API,0,0,jpg,1,127100,15043,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_505.jpg,0.218780833
153,GMS Face API,1,1,jpg,1,144000,14309,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_886.jpg,0.172168958
154,GMS Face API,1,1,jpg,1,110290,14121,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_640.jpg,0.20991125
155,GMS Face API,1,1,jpg,1,102250,14241,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_642.jpg,0.189110917
156,GMS Face API,1,1,jpg,2,170550,21406,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_844.jpg,0.220781083
157,GMS Face API,1,1,jpg,1,195750,17680,/storage/emulated/0/FDDB-folds-01/2002_08_04_big_img_571.jpg,0.207432459
158,GMS Face API,2,2,jpg,2,178200,19501,/storage/emulated/0/FDDB-folds-01/2002_08_29_big_img_18702.jpg,0.250096333
159,GMS Face API,1,1,jpg,1,162900,16263,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_240.jpg,0.205329084
160,GMS Face API,3,3,jpg,3,141300,29622,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_553.jpg,0.242679251
161,GMS Face API,1,1,jpg,1,136800,17380,/storage/emulated/0/FDDB-folds-01/2002_08_10_big_img_354.jpg,0.175337208
162,GMS Face API,2,2,jpg,3,143100,18182,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_17.jpg,0.172651334
163,GMS Face API,1,1,jpg,2,102250,14164,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_782.jpg,0.181478292
164,GMS Face API,0,0,jpg,1,160200,19570,/storage/emulated/0/FDDB-folds-01/2002_07_27_big_img_382.jpg,0.280099666
165,GMS Face API,1,1,jpg,5,152550,19039,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_970.jpg,0.204617167
166,GMS Face API,1,1,jpg,2,131400,12271,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_70.jpg,0.141914541
167,GMS Face API,1,1,jpg,1,106749,11807,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_625.jpg,0.177991708
168,GMS Face API,0,0,jpg,1,191700,32834,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_341.jpg,0.294819958
169,GMS Face API,2,2,jpg,4,148500,30329,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_188.jpg,0.253160084
170,GMS Face API,1,1,jpg,1,155700,23245,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_405.jpg,0.206672916
171,GMS Face API,1,1,jpg,1,161550,25489,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_37.jpg,0.209031
172,GMS Face API,1,1,jpg,3,130210,19106,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_748.jpg,0.235697417
173,GMS Face API,1,1,jpg,1,149400,14738,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_399.jpg,0.207526916
174,GMS Face API,1,2,jpg,3,136350,27984,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_844.jpg,0.345600042
175,GMS Face API,2,2,jpg,2,146250,26943,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_340.jpg,0.231513419
176,GMS Face API,1,1,jpg,1,104960,15075,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_815.jpg,0.16951725
177,GMS Face API,3,3,jpg,10,156600,25586,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_5.jpg,0.232487917
178,GMS Face API,1,1,jpg,1,123750,13107,/storage/emulated/0/FDDB-folds-01/2002_08_10_big_img_158.jpg,0.2292795
179,GMS Face API,1,1,jpg,1,133200,21009,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_95.jpg,0.187591958
180,GMS Face API,1,1,jpg,1,131850,11326,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_1297.jpg,0.215470833
181,GMS Face API,1,1,jpg,1,127920,14563,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_508.jpg,0.161285625
182,GMS Face API,3,3,jpg,3,131850,22780,/storage/emulated/0/FDDB-folds-01/2002_09_01_big_img_16680.jpg,0.204558459
183,GMS Face API,1,1,jpg,1,133250,18011,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_338.jpg,0.202158416
184,GMS Face API,1,1,jpg,1,161550,20608,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_517.jpg,0.167930042
185,GMS Face API,2,2,jpg,2,156600,17054,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_626.jpg,0.2380085
186,GMS Face API,1,1,jpg,1,122400,11015,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_3024.jpg,0.169359167
187,GMS Face API,1,1,jpg,2,148500,23696,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_499.jpg,0.295578708
188,GMS Face API,1,1,jpg,1,150300,17588,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_387.jpg,0.272981208
189,GMS Face API,1,1,jpg,2,150750,16623,/storage/emulated/0/FDDB-folds-01/2002_08_31_big_img_18025.jpg,0.165098792
190,GMS Face API,0,0,jpg,1,134251,14295,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_520.jpg,0.217303333
191,GMS Face API,1,1,jpg,1,111657,20913,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_576.jpg,0.122392375
192,GMS Face API,0,0,jpg,3,171000,19443,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_121.jpg,0.245498125
193,GMS Face API,1,1,jpg,4,142200,21284,/storage/emulated/0/FDDB-folds-01/2002_08_25_big_img_703.jpg,0.218356584
194,GMS Face API,1,1,jpg,1,153450,20008,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_615.jpg,0.20232275
195,GMS Face API,1,1,jpg,1,166500,20840,/storage/emulated/0/FDDB-folds-01/2002_08_17_big_img_434.jpg,0.178944375
196,GMS Face API,1,1,jpg,2,146250,16226,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_677.jpg,0.19988275
197,GMS Face API,1,1,jpg,1,186750,23692,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_276.jpg,0.218901958
198,GMS Face API,1,1,jpg,1,132750,30088,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3672.jpg,0.2255615
199,GMS Face API,1,1,jpg,1,132750,19542,/storage/emulated/0/FDDB-folds-01/2002_07_26_big_img_700.jpg,0.2026125
200,GMS Face API,1,1,jpg,1,134251,17412,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_277.jpg,0.165854541
201,GMS Face API,1,1,jpg,1,113570,14758,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_220.jpg,0.228154833
