OperationID,Component name,CorrectDetectedFacesMetric,Detected Faces,ImageFormatMetric,ImageNumberOfFacesMetric,ImageNumberOfPixelsMetric,ImageSizeMetric,Input name,Response time (in SECONDS)
60,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,110021,20389,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_846.jpg,0.145618769
61,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,198000,35992,/storage/emulated/0/FDDB-folds-01/2002_08_04_big_img_412.jpg,0.205520615
62,GMS Face API with allLandmarks  allClassifications accurateMode,6,6,jpg,7,138600,25352,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_554.jpg,0.442251154
63,GMS Face API with allLandmarks  allClassifications accurateMode,4,4,jpg,4,150750,24982,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_331.jpg,0.355224923
64,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,138600,25305,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_533.jpg,0.137639231
65,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,190800,29213,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_259.jpg,0.182156385
66,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,162450,34174,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_328.jpg,0.21262677
67,GMS Face API with allLandmarks  allClassifications accurateMode,4,4,jpg,6,127100,22770,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_630.jpg,0.25464877
68,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,153450,23350,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3541.jpg,0.186667385
69,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,160650,15248,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2390.jpg,0.218079615
70,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,2,138150,23345,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_150.jpg,0.173969077
71,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,5,152550,25200,/storage/emulated/0/FDDB-folds-01/2002_08_02_big_img_1231.jpg,0.258093308
72,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,162450,42852,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_710.jpg,0.256271154
73,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,144000,14803,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_591.jpg,0.148653384
74,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,156252,16845,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_725.jpg,0.118801615
75,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,129600,16990,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_820.jpg,0.151011153
76,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,129970,18350,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_568.jpg,0.226589846
77,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,153450,17742,/storage/emulated/0/FDDB-folds-01/2002_08_22_big_img_853.jpg,0.248855461
78,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,151650,11781,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_648.jpg,0.140628616
79,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,7,134251,29054,/storage/emulated/0/FDDB-folds-01/2002_08_23_big_img_528.jpg,0.306639539
80,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,166950,13372,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_888.jpg,0.155639462
81,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,160200,16932,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18201.jpg,0.219592231
82,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,184050,17279,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_965.jpg,0.251223769
83,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,5,121770,23452,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_660.jpg,0.244431307
84,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136496,19984,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_517.jpg,0.137174615
85,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,140850,11309,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_406.jpg,0.154279923
86,GMS Face API with allLandmarks  allClassifications accurateMode,1,2,jpg,2,159750,23009,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18433.jpg,0.197357077
87,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,135450,18749,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1630.jpg,0.174941154
88,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,128700,13587,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2717.jpg,0.129150692
89,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,146374,22752,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_470.jpg,0.231111461
90,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,124373,20257,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_633.jpg,0.172141692
91,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,133650,10434,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_915.jpg,0.143795539
92,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134251,23638,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_893.jpg,0.198091692
93,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136945,20658,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_644.jpg,0.161332538
94,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,140537,24215,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_529.jpg,0.221460846
95,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,165150,19452,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_668.jpg,0.171028384
96,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,157500,20811,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1871.jpg,0.256245385
97,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,154350,14459,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_192.jpg,0.171775077
98,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,125550,14570,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_961.jpg,0.176402692
99,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,4,176400,31606,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_738.jpg,0.317196923
100,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,162900,19631,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_382.jpg,0.167444769
101,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,167850,16812,/storage/emulated/0/FDDB-folds-01/2002_08_19_big_img_298.jpg,0.172343693
102,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,126280,23646,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_608.jpg,0.162420077
103,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,139950,19281,/storage/emulated/0/FDDB-folds-01/2002_08_21_big_img_514.jpg,0.221406538
104,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,161100,33602,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_183.jpg,0.256357307
105,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,126381,21779,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_536.jpg,0.188133308
106,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,185400,24807,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_478.jpg,0.242692077
107,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,120600,11317,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2997.jpg,0.130698154
108,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,156600,16335,/storage/emulated/0/FDDB-folds-01/2002_09_02_big_img_15380.jpg,0.171007
109,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,162000,20413,/storage/emulated/0/FDDB-folds-01/2002_08_07_big_img_1153.jpg,0.209694538
110,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,183600,15491,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_967.jpg,0.270010154
111,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,123924,17101,/storage/emulated/0/FDDB-folds-01/2002_07_31_big_img_711.jpg,0.216544769
112,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,147600,14082,/storage/emulated/0/FDDB-folds-01/2002_08_26_big_img_664.jpg,0.178818693
113,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,148420,19663,/storage/emulated/0/FDDB-folds-01/2003_01_01_big_img_326.jpg,0.176513384
114,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,155250,22776,/storage/emulated/0/FDDB-folds-01/2002_08_24_big_img_775.jpg,0.174266461
115,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,147150,12050,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_961.jpg,0.169605308
116,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,130500,16894,/storage/emulated/0/FDDB-folds-01/2002_08_16_big_img_77.jpg,0.185745154
117,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,3,149400,15118,/storage/emulated/0/FDDB-folds-01/2002_08_12_big_img_296.jpg,0.250983616
118,GMS Face API with allLandmarks  allClassifications accurateMode,4,4,jpg,4,139950,23539,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_905.jpg,0.276791616
119,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,3,179550,17478,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_284.jpg,0.172255384
120,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,113850,17906,/storage/emulated/0/FDDB-folds-01/2002_08_13_big_img_887.jpg,0.124839692
121,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,135900,26355,/storage/emulated/0/FDDB-folds-01/2002_08_24_big_img_849.jpg,0.337250692
122,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,127516,14193,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_345.jpg,0.136071847
123,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,144450,23059,/storage/emulated/0/FDDB-folds-01/2002_08_18_big_img_419.jpg,0.33281523
124,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161100,22634,/storage/emulated/0/FDDB-folds-01/2002_08_01_big_img_1347.jpg,0.162080615
125,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,168300,20517,/storage/emulated/0/FDDB-folds-01/2002_08_05_big_img_3670.jpg,0.193439385
126,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,148500,15872,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_479.jpg,0.156099077
127,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,116100,20378,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_913.jpg,0.269720153
128,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,138150,22632,/storage/emulated/0/FDDB-folds-01/2002_09_02_big_img_15828.jpg,0.161626846
129,GMS Face API with allLandmarks  allClassifications accurateMode,0,0,jpg,1,148950,15102,/storage/emulated/0/FDDB-folds-01/2002_08_30_big_img_18194.jpg,0.153051
130,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,134251,14687,/storage/emulated/0/FDDB-folds-01/2002_08_08_big_img_471.jpg,0.175156692
131,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,4,151650,20052,/storage/emulated/0/FDDB-folds-01/2002_08_22_big_img_734.jpg,0.165599384
132,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161550,8788,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_586.jpg,0.172018154
133,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,149850,21613,/storage/emulated/0/FDDB-folds-01/2002_08_09_big_img_454.jpg,0.140732384
134,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,133353,25798,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_47.jpg,0.158030692
135,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,166130,23749,/storage/emulated/0/FDDB-folds-01/2002_07_19_big_img_381.jpg,0.191355
136,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,5,160650,31476,/storage/emulated/0/FDDB-folds-01/2002_07_29_big_img_733.jpg,0.32589123
137,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136496,24815,/storage/emulated/0/FDDB-folds-01/2002_08_20_big_img_327.jpg,0.211689769
138,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,134251,16075,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_96.jpg,0.159044462
139,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,153450,16130,/storage/emulated/0/FDDB-folds-01/2002_08_06_big_img_2680.jpg,0.147862
140,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,140850,10752,/storage/emulated/0/FDDB-folds-01/2002_07_25_big_img_919.jpg,0.222370539
141,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,155700,21317,/storage/emulated/0/FDDB-folds-01/2002_07_21_big_img_158.jpg,0.235303308
142,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,136800,14694,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_801.jpg,0.159039923
143,GMS Face API with allLandmarks  allClassifications accurateMode,3,3,jpg,3,172350,17436,/storage/emulated/0/FDDB-folds-01/2002_07_22_big_img_567.jpg,0.344288154
144,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,168750,15944,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_804.jpg,0.175193616
145,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,155250,21027,/storage/emulated/0/FDDB-folds-01/2002_07_24_big_img_690.jpg,0.259576154
146,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,126690,16926,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_576.jpg,0.148008385
147,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,202500,20667,/storage/emulated/0/FDDB-folds-01/2002_08_14_big_img_335.jpg,0.194185308
148,GMS Face API with allLandmarks  allClassifications accurateMode,3,4,jpg,6,120130,19630,/storage/emulated/0/FDDB-folds-01/2003_01_13_big_img_390.jpg,0.271105539
149,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,6,201600,30858,/storage/emulated/0/FDDB-folds-01/2002_08_11_big_img_258.jpg,0.198259847
150,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,161550,21005,/storage/emulated/0/FDDB-folds-01/2002_07_23_big_img_917.jpg,0.145895308
151,GMS Face API with allLandmarks  allClassifications accurateMode,2,3,jpg,2,163800,26054,/storage/emulated/0/FDDB-folds-01/2002_08_15_big_img_525.jpg,0.21786277
152,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,127100,15043,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_505.jpg,0.129928
153,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,144000,14309,/storage/emulated/0/FDDB-folds-01/2002_07_30_big_img_886.jpg,0.135949462
154,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,110290,14121,/storage/emulated/0/FDDB-folds-01/2003_01_16_big_img_640.jpg,0.122837539
155,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,102250,14241,/storage/emulated/0/FDDB-folds-01/2003_01_14_big_img_642.jpg,0.140180846
156,GMS Face API with allLandmarks  allClassifications accurateMode,2,2,jpg,2,170550,21406,/storage/emulated/0/FDDB-folds-01/2003_01_17_big_img_844.jpg,0.189919923
157,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,195750,17680,/storage/emulated/0/FDDB-folds-01/2002_08_04_big_img_571.jpg,0.199665615
158,GMS Face API with allLandmarks  allClassifications accurateMode,2,3,jpg,2,178200,19501,/storage/emulated/0/FDDB-folds-01/2002_08_29_big_img_18702.jpg,0.291296539
159,GMS Face API with allLandmarks  allClassifications accurateMode,1,1,jpg,1,162900,16263,/storage/emulated/0/FDDB-folds-01/2003_01_15_big_img_240.jpg,0.180440539
